legacy_item_id,slug,product_code,name,description,category_slug,subcategory,size_display,thickness_in,width_in,material_raw,price,seo_title,seo_description,image_url,legacy_views,status,legacy_post_slug
1744,door-stop-stoal730,STO-AL730,"1-3/16"" Door Stop AL730",Door stop is applied to door jambs to stop the door from swinging in the wrong direction. Door stop is often used for other decorative trim uses including shoe mould applications for baseboard.,trim-mouldings,Door Stop,7/16 x 1-3/16,0.4375,1.1875,FJ-Pine,,"1-3/16"" Door Stop AL730",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/STO-AL730-3D-builder-door-stop.jpg,167,published,door-stop-stoal730
1745,tongue-and-groove-tg300,T&G-300,"Beadboard Panelling 2-7/8"" face poplar",This tongue & groove (T&G) is reversible and beaded on one side and v-joint on the other. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,3/8 X 2-7/8 face,0.375,2.875,wood,,"2-7/8"" Tongue & Groove 300",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-300-3D.jpg,76,published,tongue-and-groove-tg300
1746,tongue-and-groove-tg305,T&G-305,"Clear Cedar V-Groove 3"" T&G-305",This V-Joint tongue & groove (T&G) is reversible and available in clear and knotty cedar. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,"5/8 x 3"" face",0.625,3.0,wood,,"3"" Tongue & Groove 305",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-305-3D.jpg,54,published,tongue-and-groove-tg305
1747,tongue-and-groove-tg409,T&G-409,"4"" V-Groove Panelling primed Poplar 409",This tongue & groove (T&G) is reversible and beaded on one side and v-joint on the other. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,"5/8 x 4"" face",0.625,4.0,wood,,"4"" Tongue & Groove 409",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-409-3D.jpg,53,published,tongue-and-groove-tg409
1748,tongue-and-groove-tg500,T&G-500,"5-1/4"" Tongue & Groove 500",This tongue & groove (T&G) is reversible with a single V on one side and double V on the other. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,9/16 x 5-1/4 face,0.5625,5.25,wood & MDF,,"5-1/4"" Tongue & Groove 500",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-500-3D-v-joint-tongue-and-groove.jpg,174,published,tongue-and-groove-tg500
1749,tongue-and-groove-tg502,T&G-502,"5-1/4"" Tongue & Groove 502",This tongue & groove (T&G) is reversible with an old Pickwick profile on one side and v-joint on the other. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,9/16 x 5-1/4 face,0.5625,5.25,wood,,"5-1/4"" Tongue & Groove 502",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-502-3D.jpg,19,published,tongue-and-groove-tg502
1750,tongue-and-groove-tg509,T&G-509,"5"" Tongue & Groove 509",This tongue & groove (T&G) is reversible with single v-joint on each side. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,"5/8 x 5"" face",0.625,5.0,wood,,"5"" Tongue & Groove 509",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-509-3D.jpg,181,published,tongue-and-groove-tg509
1751,tongue-and-groove-tg537,T&G-537,V-Groove Panelling 1x6 Primed Poplar FJ,This tongue & groove (T&G) is reversible with a v-joint profile on one side and a double V on the other. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,"5/8 x 5"" face",0.625,5.0,wood,,"5"" Tongue & Groove 537",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-537-3D.jpg,100,published,tongue-and-groove-tg537
1752,tongue-and-groove-tg727,T&G-727,"1x8 Shiplap Wall Ceiling Paneling Primed Mdf, FJ Poplar, FJ Pine","1x8 shiplap wall and ceiling paneling delivers a clean, modern-rustic look that adds instant texture and character to any interior space. Its wide boards and subtle shadow lines create a strong linear pattern that enhances walls without overwhelming the design. The versatile profile works beautifully in farmhouse, coastal, transitional, and contemporary settings, making it a popular choice for feature walls, ceilings, and full-room applications. Beyond its visual appeal, shiplap paneling adds warmth and depth, helping to transform plain surfaces into a finished, architectural statement. Primed Ship Lap with 1/4″ penny gap 1/2 x 7"" face 8' & 16' lengths This product also has a nailing line so you don’t see nail holes (or have to fill them!) T&G is applied to walls and ceilings for a decorative paneled look. Lengths are 8′ and 16′ long and the material comes primed white ready for a finished coat after installation.",trim-mouldings,Tongue & Groove,"1/2 x 7"" face 16' lengths available",,,MDF,,T&G-727 Ship Lap,,https://www.royalwoodshop.com/wp-content/uploads/2018/11/TG-727-3dcrop-2.png,1207,published,tongue-and-groove-tg727
1753,tongue-and-groove-tg800,T&G-800,"7-3/4"" Tongue & Groove 800","This over-sized tongue & groove (T&G) is reversible with a V joint on one side 8 inches apart, and a double v-joint on the other for 4″ v Joint spaces. T&G is applied to walls and ceilings for a decorative panelled look.",trim-mouldings,Tongue & Groove,5/8 x 7-3/4 face,0.625,7.75,MDF,,"7-3/4"" Tongue & Groove 800",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-800-3d.jpg,135,published,tongue-and-groove-tg800
1754,tongue-and-groove-tg03701,T&G-03701,1x6 V-Groove Panelling Primed Mdf,This tongue & groove (T&G) is reversible with a v-joint profile on one side and a double V on the other. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,5/8 x 5-11/16 face,0.625,5.6875,MDF,,"5-11/16"" Tongue & Groove 03701",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-03701-3D.jpg,90,published,tongue-and-groove-tg03701
1755,tongue-and-groove-tg-aromatic-cedar,T&G-AROMATIC,"3-5/8"" Tongue & Groove Aromatic Cedar",This aromatic cedar tongue & groove (T&G) has a v joint pattern and is most often used to line closets and blanket boxes. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,1/4 x 3-3/4 face,0.25,3.75,wood,,"3-5/8"" Tongue & Groove Aromatic Cedar",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-AROMATIC-3D-closet-liner.jpg,81,published,tongue-and-groove-tg-aromatic-cedar
1756,tongue-and-groove-porch-flooring-tgnf32,T&G-NF32,"5"" Tongue & Groove NF32",This tongue & groove (T&G) is reversible and beaded on one side and v-joint on the other. T&G is applied to walls and ceilings for a decorative panelled look.,trim-mouldings,Tongue & Groove,"1-3/8 x 5"" face",1.375,5.0,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/T&G-NF32-3D-porch-flooring.jpg,58,published,
1757,threshold-transition-thr501,THR-501,"5-1/2"" Transition Strip 501",This is a threshold that sits inside the door frame at the bottom and transitions two different floor heights.,trim-mouldings,Transition Strip,3/4 x 5-1/2,0.75,5.5,wood,,"5-1/2"" Transition Strip 501",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/THR-501-3D.jpg,55,published,threshold-transition-thr501
1758,wine-glass-holder-moulding-win200,WIN-200,2-7/8 wine glass holder,This wine glass holder moulding works when sevral profiles are lined up beside each other about 1/2″ apart to create an opening for wine glasses to hang upside down by the stem.,trim-mouldings,Decorative,3/4 x 2-7/8,0.75,2.875,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/WIN-200-3D.jpg,64,published,
1760,interior-door-two-panel-cambridge-carrera,dr-cambridge,"2 Panel, Raised Panel, Carrera Interior Door Hollow and Solid Core York Region","The smooth-skin Carrera door is a top choice for its versatility—seamlessly complementing traditional, contemporary, and transitional interiors. Crafted with a durable high-density wood composite skin and reinforced wood edges, these moulded panel doors are built for both performance and style. Choose from a lightweight hollow core or upgrade to a solid “Pro-Core” option, made with recycled, formaldehyde-free wood composites for added weight, strength, and durability. Pro-Core doors also deliver enhanced sound reduction, creating quieter, more comfortable living spaces between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite hollow and solid,,Cambridge / Carrera,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/cambridge-door.jpg,696,published,interior-door-two-panel-cambridge-carrera
1761,moulded-interior-door-two-panel-eyebrow-textured-camden,,Camden,"This style is very popular in many sub-division homes. The textured wood skin is good at hiding dirt and scuffs, and makes painting easy. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Camden,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/camden-door.jpg,341,published,moulded-interior-door-two-panel-eyebrow-textured-camden
1762,moulded-interior-door-six-panel-textured-colonist,,Colonist,"This style is very popular in many sub-division homes. The textured wood skin is good at hiding dirt and scuffs, and makes painting easy. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Colonist,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/colonist-door.jpg,429,published,moulded-interior-door-six-panel-textured-colonist
1763,moulded-interior-door-five-panel-smooth-conmore,,Conmore,"The Conmore door has a smooth skin and flat panels. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Conmore,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/conmore-smooth-door.jpg,370,published,moulded-interior-door-five-panel-smooth-conmore
1764,moulded-interior-door-two-panel-arch-smooth-continental,,Continental,"The continental door compliments classic decor and has a smooth skin. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/continental-door.jpg,208,published,
1766,moulded-interior-door-three-panel-smooth-craftsman,,Craftsman Interior Door - Smooth Skin Primed White,"The crafstman door compliments classic craftsman style design and has a smooth skin. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Craftsman,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/craftsman-door.jpg,212,published,moulded-interior-door-three-panel-smooth-craftsman
1767,one-panel-madison-door,,Madison,"The Madison has a smooth skin and a contemporary design. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Madison,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/madison-door.jpg,464,published,one-panel-madison-door
1768,moulded-interior-door-two-panel-smooth-monroe,,Monroe,"The Monroe has a smooth skin and a contemporary design. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Monroe,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/Monroe-slab-door.jpg,390,published,moulded-interior-door-two-panel-smooth-monroe
1769,moulded-interior-door-two-panel-eyebrow-smooth,,Princeton,"The Princeton door compliments classic decor and has a smooth skin. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/Princeton.jpg,143,published,
1771,moulded-interior-door-five-panel-smooth-rockport,,Rockport,"The Rockport door compliments classic decor and has a smooth skin. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Rockport,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/rockport-door.jpg,108,published,moulded-interior-door-five-panel-smooth-rockport
1772,moulded-interior-door-two-panel-arc-smooth-vgroove-santafe,,Santa-fe,"The Santa-Fe door compliments classic decor and has a smooth skin. Moulded panel doors are made from a high density wood composite outer skin, and wood sticking around the outer edges. The core is either mostly hollow, or it can be filled with recycled and formaldehyde free wood composites to make a heavy solid core door. Solid core doors are called pro-core doors and offer better sound reduction between rooms.",interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Santa-fe,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/santafe-door.jpg,154,published,moulded-interior-door-two-panel-arc-smooth-vgroove-santafe
1777,moulded-interior-door-west-end-melrose,,Melrose,The Melrose offers a unique and contemporary design,interior-doors,Moulded Panel,most standard sizes available,,,wood composite,,Melrose,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/west-end-melrose-door.jpg,248,published,moulded-interior-door-west-end-melrose
1778,one-panel-shaker-door-8401,8401,1 Panel Solid Shaker Interior Door primed 8401 in the GTA and Cottage Country,"A 1-panel solid Shaker interior door delivers a bold, streamlined interpretation of classic Shaker design, ideal for modern and minimalist interiors. Its single recessed panel creates a clean, uninterrupted surface that emphasizes simplicity, balance, and architectural clarity. The solid construction provides excellent durability, sound reduction, and a substantial feel that enhances the quality of any space. With its understated yet refined aesthetic, this door pairs effortlessly with contemporary millwork and open-concept designs for a cohesive, elevated finish. Stile & Rail Dowel Construction Solid Engineered Core (FJ SPF wood or wood composite) Premium Primed with 1/2"" and 3/4"" thick MDF Panels on 1-3/8"" and 1-3/4"" thick doors. Bevel edges for tighter fit. Bi-Folds available. Pre-Hanging available. Thicknesses:1-3/8"" and 1-3/4"" Heights: 80"", 84"", 90"", and 96"" Widths: 16"" up to 38"" All standard sizes in stock.",interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,Premium Interior Doors | Royal Wood Shop,Explore our premium %%title%% Interior Doors for timeless elegance. Exceptional craftsmanship at Royal Wood Shop.,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8401-1-panel-shaker-door.jpg,2350,published,one-panel-shaker-door-8401
1779,two-panel-shaker-door-8402,8402,"2 Panel Solid Shaker primed interior Door York Region, GTA & Barrie","A 2-panel solid Shaker door offers a clean, timeless design with a slightly more traditional proportion than its multi-panel counterparts. Its simple recessed panels highlight the signature Shaker style—minimal, balanced, and versatile—making it suitable for both classic and contemporary interiors. The solid construction provides strength, stability, and improved sound control, giving the door a premium, substantial feel. With its understated elegance and adaptable design, it works beautifully throughout the home while maintaining a cohesive, refined look. Stile & Rail Dowel Construction Solid Engineered Core (FJ SPF wood or wood composite) Premium Primed with 1/2"" and 3/4"" thick MDF Panels on 1-3/8"" and 1-3/4"" thick doors. Bevel edges for tighter fit. Bi-Folds available. Pre-Hanging available. 90"" and 96"" available.",interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,2 Panel Shaker primed,Explore our premium primed and in stock Interior Doors. Exceptional craftsmanship at Royal Wood Shop Door & Trim.,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8402-2-panel-shaker-door.jpg,1942,published,two-panel-shaker-door-8402
1780,three-panel-craftsman-shaker-door-8403,8403,Craftsman Shaker primed,"The primed shaker doors are engineered for superior stability. The rails and styles are made from finger-jointed pine, and are veneered with high density fibreboard. The centre panels are primed MDF.",interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8403-3-panel-crafstman-shaker-door.jpg,158,published,
1781,three-equal-panel-shaker-door-8433,8433,3 Equal Panel Solid Shaker Interior Door primed York Region,"A 3-panel solid Shaker interior door offers a balanced blend of traditional detail and modern simplicity, making it a versatile choice for many home styles. Its evenly spaced recessed panels create subtle visual interest while maintaining the clean, understated character that defines Shaker design. The solid construction enhances durability, stability, and sound control, giving the door a high-quality, substantial feel. With its timeless proportions and adaptable style, it works seamlessly throughout the home, adding warmth, consistency, and refined architectural detail. Primed Trim-Lite shaker doors are made using classic rail and style construction, with solid engineered core, MDF Panel, and HDF skin. They are primed all 6 sides ready for finishing. Please follow finishing instructions for proper installation. Standard in stock and quick ship sizes are as follows: Thickness: 1-3/8"" standard in stock, and 1-3/4"" on quick ship 1 week. Heights: 80"" standard in stock, and 84"", 90"", and 96"" all available on quick ship1 week. Widths: Every 2"" increments starting at 16"" up to 36"" and in some cases 38"" Off standard, and over sized doors are constructed in Trim-Lite Surry BC factory and available in approximately 6 week lead time. Engineered core construction: 1-3/8"" x 80"" doors have FJ Pine sticking, Engineered particle core rail and style, MDF Panel, and HDF skin. Special order and French doors are FJ Spruce/Pine/Fir (SPF) rail and style, MDF Panel, and HDF skin. All 1-3/4"" thick doors, and all special order / custom made doors, have a Finger Jointed SPF wood style and rail, MDF panel, HDF skin if primed, or outer stain grade veneer if staining.",interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,145,3 Equal Panel Shaker primed,3 panel shaker door,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8433-3-equal-panel-shaker-door.jpg,1718,published,three-equal-panel-shaker-door-8433
1782,four-panel-shaker-door-8444,8444,4 Panel Solid Shaker Interior Door primed Toronto York Region and Muskoka,"Primed Trim-Lite shaker doors are made using classic rail and style construction, with solid engineered core, MDF Panel, and HDF skin. They are primed all 6 sides ready for finishing. Please follow finishing instructions for proper installation. Standard in stock and quick ship sizes are as follows: Thickness: 1-3/8"" standard in stock, and 1-3/4"" on quick ship 1 week. Heights: 80"" standard in stock, and 84"", 90"", and 96"" all available on quick ship1 week. Widths: Every 2"" increments starting at 16"" up to 36"" and in some cases 38"" Off standard, and over sized doors are constructed in Trim-Lite Surry BC factory and available in approximately 6 week lead time. Engineered core construction: 1-3/8"" x 80"" doors have FJ Pine sticking, Engineered particle core rail and style, MDF Panel, and HDF skin. Special order and French doors are FJ Spruce/Pine/Fir (SPF) rail and style, MDF Panel, and HDF skin. All 1-3/4"" thick doors, and all special order / custom made doors, have a Finger Jointed SPF wood style and rail, MDF panel, HDF skin if primed, or outer stain grade veneer if staining.",interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,4 Panel Shaker primed,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8444-4-panel-shaker-door.jpg,383,published,four-panel-shaker-door-8444
1783,five-panel-shaker-door-8405,8405,5 Panel Solid Shaker Interior Door primed,"A 5-panel solid Shaker interior door delivers a timeless, versatile design that complements both modern and traditional interiors. Its clean, recessed panel layout reflects classic Shaker simplicity, offering a balanced look that feels both understated and refined. The solid construction provides excellent durability, sound reduction, and a substantial feel that enhances overall quality in the space. With its crisp lines and adaptable style, this door works seamlessly throughout the home, adding consistency, warmth, and long-lasting design appeal. Our primed Trim-Lite shaker doors are a true rail and style door, with solid engineered core, Mdf Panel, and HDF skin.",interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,5 Panel Shaker primed,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8405-5-panel-shaker-door.jpg,231,published,five-panel-shaker-door-8405
1784,fir-shaker-door-8401,8401fir,1 Panel Shaker Fir,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,1 Panel Shaker Fir,,https://www.royalwoodshop.com/wp-content/uploads/2018/01/8401_fir_shaker.jpg,83,published,fir-shaker-door-8401
1785,fir-shaker-door-8402,8402fir,2 Panel Shaker Fir,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,2 Panel Shaker Fir,,https://www.royalwoodshop.com/wp-content/uploads/2018/01/8402_fir_shaker.jpg,75,published,fir-shaker-door-8402
1786,fir-shaker-door-craftsman,8403fir,Craftsman Shaker Fir,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8403_fir_shaker_craftsman.jpg,68,published,
1787,fir-shaker-door-8433,8433fir,3 Panel Shaker Fir,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,3 Panel Shaker Fir,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8433_fir_shaker_3_equal_panel.jpg,64,published,fir-shaker-door-8433
1788,fir-shaker-door-8405,8405fir,5 Panel Shaker Fir,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,5 Panel Shaker Fir,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/8405_fir_shaker.jpg,104,published,fir-shaker-door-8405
1790,french-door-8402-2-lite-shaker-white-lam-glass,8402french,2 Lite Shaker white laminate glass,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,2 Lite Shaker white laminate glass,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8402-2-lite-shaker-white-lam-glass.jpg,119,published,french-door-8402-2-lite-shaker-white-lam-glass
1791,french-door-8403-3-lite-shaker-craftsman-white-lam-glass,8403french,Craftsman Shaker white laminate glass,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8403-3-lite-shaker-craftsman-white-lam-glass.jpg,76,published,
1792,french-door-8405-5-lite-shaker-clear-glass,8405frenchclr,5 Lite Shaker clear glass,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,5 Lite Shaker clear glass,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8405-5-lite-shaker-clear-glass.jpg,357,published,french-door-8405-5-lite-shaker-clear-glass
1793,french-door-8405-5-lite-shaker-white-lam-glass,8405frenchdwl,5 Lite Shaker Door white laminate glass DWL Toronto York Region,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,5 Lite Shaker white laminate glass,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8405-5-lite--shaker-white-lam-glass.jpg,308,published,french-door-8405-5-lite-shaker-white-lam-glass
1794,french-door-8433-3-equal-lite-shaker-clear-glass,8433frenchclr,3 Lite Shaker interior door with clear glass Toronto GTA York Region,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,3 Lite Shaker clear glass,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8433-3-equal-lite-shaker-clear-glass.jpg,248,published,french-door-8433-3-equal-lite-shaker-clear-glass
1795,french-door-8433-3-equal-lite-shaker-white-lam-glass,8433frenchdwl,3 lite shaker white laminate glass,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,3 lite shaker white laminate glass,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8433-3-equal-lite-shaker-white-lam-glass.jpg,325,published,french-door-8433-3-equal-lite-shaker-white-lam-glass
1796,french-door-8444-4-lite-shaker-clear-glass,8444frenchclr,3 Lite Modern Shaker clear glass solid interior door,,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,3 Lite Shaker clear glass,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8433-3-equal-lite-shaker-white-lam-glass.jpg,98,published,french-door-8444-4-lite-shaker-clear-glass
1797,french-door-8444-4-lite-shaker-white-lam-glass,8444frenchdwl,4 Lite Shaker interior door white laminate glass,Available by special order. Inquire in store for more details or browse the TrimLite catalogue under the products tab.,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,4 Lite Shaker white laminate glass,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-8433-3-equal-lite-shaker-clear-glass.jpg,167,published,french-door-8444-4-lite-shaker-white-lam-glass
1798,french-door-adelaide-8ft.tif,Adelaide-8ft,Adelaide Glass french door York Region,Available on quick ship program - inquire in store.,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,Adelaide 8ft french door,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-adelaide-8ft.jpg,102,published,french-door-adelaide-8ft-tif
1799,french-door-adelaide.tif,Adelaide,TrimLite Adelaide Glass french interior door Toronto York Region,The Adelaide Special Order interior door comes Primed White and stain grade wood options. View the TrimLite Catalogue under the door products tab for more information.,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,Adelaide french door,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-adelaide.jpg,147,published,french-door-adelaide-tif
1800,french-door-artisan-8ft.tif,Artisan-8ft,Artisan Frank Lloyde Wright style glass interior door Primed by TrimLite Door,Available by Special Order from TrimLite Door inquire in store.,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,Artisan 8ft french door,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-artisan-8ft.jpg,67,published,french-door-artisan-8ft-tif
1801,french-door-artisan.tif,Artisan,Artisan Glass french interior door by TrimLite,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,Artisan french door,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-artisan.jpg,150,published,french-door-artisan-tif
1802,french-door-classic-15lite-woodbar.tif,,"Classic French Door with 15 lite panes, wood bars clear Glass York Region",,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,Classic 15 lite wood bar french door,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-classic-15lite-woodbar.jpg,396,published,french-door-classic-15lite-woodbar-tif
1804,french-door-cs1000c.jpg,cs1000c,Arch Top interior french door stain grade cs1000c Jeld-Wen,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs1000c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs1000c.jpg,105,published,french-door-cs1000c-jpg
1805,french-door-cs1000s.jpg,cs1000s,Roman Arch Top 1-Lite Glass french interior door cs1000s Jeld-Wen,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs1000s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs1000s.jpg,40,published,french-door-cs1000s-jpg
1806,french-door-cs1010.jpg,cs1010,french door clear glass with bottom panel interior door cs1010,Special order and Made in Quebec by Jeld-wen Canada.,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs1010,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs1010.jpg,159,published,french-door-cs1010-jpg
1807,french-door-cs1010c.jpg,cs1010c,french door cs1010c,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs1010c,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs1010c.jpg,47,published,french-door-cs1010c-jpg
1808,french-door-cs1010s.jpg,cs1010s,french door cs1010s,,interior-doors,French,all standard sizes available,,,Engineered Style & Rail,,french door cs1010s,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/french-door-cs1010s.jpg,26,published,french-door-cs1010s-jpg
